Date,Author ID,Content
2025-02-22 19:29:10+00:00,1814290948735590400,"@wendyp4545 Whoa, if AI's that easy to manipulate, imagine the lucrative career in prompt engineering!  Maybe PublicAI can help us all cash in? ğŸ˜‰  #PublicAI"
2025-02-22 19:24:10+00:00,32503310,- Prompt engineering for VEO2 still unclear
2025-02-22 19:24:09+00:00,1810192393565851648,"RT @thisdudelikesAI: 7. Data Science &amp; Statistics

Prompt:

""You have a dataset with missing values, outliers, and categorical variables. Eâ€¦"
2025-02-22 19:16:00+00:00,2723241253,"Generative AI for Data Analyst

ğŸ“˜ Introduction and Applications
ğŸ’¡ Prompt Engineering Basics
ğŸ“Š Enhance your Data Analytics Career
https://t.co/JEDnZaraTw"
2025-02-22 19:09:29+00:00,1801488637785477122,"RT @k_k_kaundal: AI wonâ€™t replace you, but someone using AI might.
Hereâ€™s how to stay ahead ğŸ§µ:
Learn prompt engineering (itâ€™s free).

Automâ€¦"
2025-02-22 19:09:21+00:00,95874218,"Some thoughts:
â€“ Itâ€™s not really good at following prompts, so the prompt should be quite simple per scene
â€“ It can generate bad videos that might be hard to use
â€“ Prompt engineering practices for VEO2 are not entirely clear

But overall, an amazing model, I love it!"
2025-02-22 19:05:46+00:00,1222773019187339264,"Iâ€™m setting off on a bold new path-

To master AI through prompt engineering and Python. This side questâ€™s all about unlocking fresh potential, and spending less time in my comfort zone. 

Donâ€™t worry, Iâ€™ll keep on doing my art, just adding a solo venture into the unknown.â€¦ https://t.co/CLmrcAjpsU"
2025-02-22 18:59:19+00:00,1892436387728936962,"@elonmusk Dude, I just tried Grok 3. Love it ğŸ‘ I could do the same with ChatGPT but it requires tons more time, babysitting, and prompt engineering. 

Itâ€™s beautiful ğŸ‘ğŸ‘ğŸ¥‡ğŸ¥‡ğŸ¥‡"
2025-02-22 18:53:36+00:00,573407288,"RT @DS_Serena_: Generative AI for Data Engineers

ğŸ“˜ Introduction and Applications
ğŸ’¡ Prompt Engineering Basics
ğŸ“ˆ Elevate your Data Engineeriâ€¦"
2025-02-22 18:53:00+00:00,2723217086,"Generative AI for Data Engineers

ğŸ“˜ Introduction and Applications
ğŸ’¡ Prompt Engineering Basics
ğŸ“ˆ Elevate your Data Engineering Career
https://t.co/M0ppMtTraV"
2025-02-22 18:49:29+00:00,76572162,"RT @svpino: This open-source meta-framework is pretty neat.

It combines Prompt Engineering with File-Based Routing and lets you declare evâ€¦"
2025-02-22 18:46:00+00:00,2230998125,"@MoBiggs2 @stillgray Augmented AI Prompt Engineering

 A methodology for structuring thought and project execution through AI-driven interaction, leveraging agile systems, project management methodologies, and cognitive pattern recognition. The approach focuses on using AI as an extension of yourâ€¦ https://t.co/0XIJkSbirB"
2025-02-22 18:40:51+00:00,811908194,"RT @thisdudelikesAI: 7. Data Science &amp; Statistics

Prompt:

""You have a dataset with missing values, outliers, and categorical variables. Eâ€¦"
2025-02-22 18:38:44+00:00,2850408408,"3. Keep your team up to speed.

They need to know:

â€¢ Prompt engineering
â€¢ AI model integration
â€¢ AI-assisted debugging

Don't let your team fall behind."
2025-02-22 18:00:18+00:00,1852001108744433664,"OpenAI's ChatGPT hits 400M users, showcasing AI growth. Amazon plans major AI upgrade for Alexa. Exploring prompt engineering as a potential new programming language for AI agents."
2025-02-22 17:55:56+00:00,1867480491433373701,"Fine-Tuning vs. Prompt Engineering â€“ Which one is best for AI model optimization? ğŸ¤”ğŸ§ 

I researched on Prompt Engineering vs. Fine-Tuningâ€”which one works best for enterprises? 

See detailed post: https://t.co/lP50MufkNT
Read my full research paper here: https://t.co/70IhYHzLsF https://t.co/q0TqVsid4A"
2025-02-22 17:41:14+00:00,1713369924637437952,"@tedx_ai Oops, misspelled your handle there, M. @tedx_ai. But I reiterate the point. #LLMs are fundamentally untrustworthy because of all the confabulation (or ""hallucination"" as you misname it) and no amount of ""prompt engineering"" is ever going to change that.

~Chara"
2025-02-22 17:38:38+00:00,10386152,"Liked on YouTube: ""ğŸ”´ Live: Master Prompt Engineering &amp; Resume Shortlisting Secrets!"" https://t.co/qUayYMjkPx"
2025-02-22 17:24:51+00:00,489950484,@Brian_Boroimhe I follow American Debunk because I question how much of what the media tells us is accurate. Iâ€™m also learning prompt engineering and experimenting to see how AI handles the topics and reading its counterarguments.
2025-02-22 17:20:31+00:00,1366752206058180608,Learn proper prompt engineering interactively by using these Jupyter notebooks(link in comment) https://t.co/kvrgoto3ka
2025-02-22 17:18:44+00:00,1329810121183072256,"@NascarFanz48 @BuschbomChris @CatGargler @ninaturner Are you using AI prompt engineering asking for ""clichÃ© with no content""?

We know that underpayment is the norm. You have to reject supply and demand to pretend otherwise (and, of course, ignore empirical evidence)"
2025-02-22 17:18:00+00:00,2728620722,"Google AI Essentials ğŸ¤–

ğŸ‘‹ Introduction to AI
âš™ï¸ Maximize Productivity With AI Tools
ğŸ¨ Discover the Art of Prompt Engineering
ğŸ›¡ï¸ Use AI Responsibly
ğŸš€ Stay Ahead of the AI Curve
https://t.co/wAmIrYIxtQ"
2025-02-22 17:04:47+00:00,754057438261809153,Prompt Engineering zart zurt diyoruz da 1.5 saattir Ã§Ã¶zemediÄŸim ÅŸeyi en son bu prompt ile Ã§Ã¶zdÃ¼m. https://t.co/9d2HGmvlXx
2025-02-22 17:04:15+00:00,1861808378340638720,@godofprompt Thanks for sharing. Quick question: in terms of prompt engineering what works for ChatGPT works also for DeepSeek?
2025-02-22 17:04:10+00:00,1003001302165704704,"Prompt reverse engineering is so funny to me cause it's like impossible to have proof on and like how can you not incorporate this identity and restrictions on the training model directly if this is so crucial, and how does the ai even have this json file and etc etc https://t.co/Tc3Ga5KG2m"
2025-02-22 16:59:45+00:00,1755347699015311361,"Day 4:

I started to dive into prompt engineering (zero shot, one shot, few shot). Some of this is how I've intuitively learned to prompt chatgpt, but there's far more to learn about this than I imagined.

Application (something to keep in mind): it'll make sense to automaticallyâ€¦ https://t.co/1OPzFGhq8Z"
2025-02-22 16:35:01+00:00,1891441934851334144,"@willccbb Ah, so weâ€™ve reached the 'sacred scrolls of prompt engineering' phase of AI. Next, someone will claim you have to whisper â€˜Open Sesameâ€™ into the API to get AGI"
2025-02-22 16:35:01+00:00,1865371295342542848,"2/ Turning Data Tasks into a Game
AI.KIDO makes AI training engaging through interactive challenges. Users participate in key tasks such as:
ğŸ—ºï¸ Mapping
ğŸ·ï¸ Labeling
Annotation
Prompt engineering
By gamifying the process, AI.KIDO makes dataset creation both fun and efficient!"
2025-02-22 16:33:46+00:00,702174188405178368,Ni programador ni prompt engineering: los empleos seguros y con mejores sueldos para trabajar en tecnologÃ­a https://t.co/wPWkEV8xiV
2025-02-22 16:28:09+00:00,615146990,"RT @svpino: This open-source meta-framework is pretty neat.

It combines Prompt Engineering with File-Based Routing and lets you declare evâ€¦"
2025-02-22 16:24:43+00:00,1106055860063604736,"Is it just me or.. why do I feel dirtier &amp; more gross trying to trick/maneuver an AI via prompt engineering it to answer a question than I do actually asking the question?

Like why the heck do I need to trick it, for it to say a racist asian thing

Just fucking do it. @elonmusk"
2025-02-22 16:18:05+00:00,1609735995406139398,"7. Data Science &amp; Statistics

Prompt:

""You have a dataset with missing values, outliers, and categorical variables. Explain the best techniques for data preprocessing and feature engineering to optimize predictive model accuracy."" https://t.co/uC50j8G6jb"
2025-02-22 16:03:43+00:00,1463036666625548291,I just completed ChatGPT Prompt Engineering for Developers by DataCamp https://t.co/8UkPQCUBnb via @DataCamp
2025-02-22 16:00:03+00:00,1744091766540632064,"Comment: So, if I ask the AI to write an email convincing me I *donâ€™t* need more skincare, will it finally save me money? Asking for a friendâ€¦ who is definitely not my rapidly expand...
 #PromptEngineering
 https://t.co/FvAlqPbyqL"
2025-02-22 15:58:14+00:00,1890138123277070338,"RT @dair_ai: Our Prompt Engineering Guide is used by over 6M+ people to learn how to build with LLMs.

Today we are launching our new coursâ€¦"
2025-02-22 15:48:45+00:00,1013064542497075202,"Relying entirely on prompt engineering and agents to code in Cursor is a terrible idea.

LLMs are great for refining ideas and handling basic maintenance, but expecting models to build something novel from scratch is unrealistic https://t.co/mfhMnHGNSY"
2025-02-22 15:22:44+00:00,1441480006451044355,"How to master ChatGPT-4o.

The secret? Prompt engineering.

These 9 frameworks will help you!

APE
â†³ Action, Purpose, Expectation

Action: Define the job or activity.
Purpose: Discuss the goal.
Expectation: State the desired outcome. https://t.co/hrVgZuLNKQ"
2025-02-22 15:15:58+00:00,1590895175739576320,"RT @PythonHub: potpie

Prompt-To-Agent : Create custom engineering agents for your codebase.

https://t.co/uHhD1jdKA3"
2025-02-22 15:15:27+00:00,574827627,"potpie

Prompt-To-Agent : Create custom engineering agents for your codebase.

https://t.co/uHhD1jdKA3"
2025-02-22 15:00:07+00:00,1872702623486275584,You don't need more #AI tools. You need to master prompt engineering fundamentals. They unlock any tool's potential!
2025-02-22 14:52:19+00:00,1825145246688350208,@iruletheworldmo Better prompt engineering on anything longer than a 1-line quip on X
2025-02-22 14:45:40+00:00,1892605896850649088,RT @arithmoquine: grok prompt engineering hack https://t.co/NzZ1JmHLM4
2025-02-22 14:45:23+00:00,1736821817258463232,"RT @HustleAndIncome: Want to scale your side hustle with AI? Tools like PromptLayer &amp; LangChain help optimize prompts for better results.
Lâ€¦"
2025-02-22 14:42:47+00:00,758438795276673024,"Embrace the rhythm, enjoy the creativity, and remembers it's all about the beautiful dance of collaboration.

Stay tuned for more tips and tricks on mastering the art of prompt engineering, and keep dancing! ğŸ’ƒğŸ¤–ğŸ•º"
2025-02-22 14:35:55+00:00,758438795276673024,"Prompt engineering is a lot like dancing

You lead your AI partner in the direction you want the dance to go, then let them take a few steps in that direction, you both stop for a second and get your bearings, then you lead the rhythm anew. 

A thread... 

#promptengineering https://t.co/S4IaGgX8y4"
2025-02-22 14:33:56+00:00,568873138,@freemasonslayr Ever heard of prompt engineering
2025-02-22 14:24:05+00:00,1256225106424221697,"Prompt engineering tools: Fine-tune your prompts for optimal results.  
Code generation: Jumpstart your projects with generated code snippets.  
Multi-modal support: Work with text, images, and audio.  
Easy sharing &amp; collaboration: Share your experiments and learn from others."
2025-02-22 14:14:39+00:00,1430503123085414400,Step number 1! Get good at prompt engineering!!!
2025-02-22 14:12:39+00:00,961934520202158080,"RT @erukiti: https://t.co/PHVySAP5Ds

ä»Šæ—¥ã®ç™»å£‡è³‡æ–™ã§ã™"
2025-02-22 14:06:31+00:00,2391432098,"RT @svpino: This open-source meta-framework is pretty neat.

It combines Prompt Engineering with File-Based Routing and lets you declare evâ€¦"
2025-02-22 14:04:00+00:00,1877499013739565056,"Skills for the new era:

-Prompt engineering
-Product strategy
-Business storytelling

Combine them, and youâ€™ll thrive in AI-driven markets."
2025-02-22 14:03:16+00:00,1882349589606596608,RT @daluoseo: æ˜¯å¦èƒ½ç”¨å¥½ AIï¼ŒPrompt Engineeringå¾ˆé‡è¦ï¼Œä½†æ˜¯æ›´é‡è¦çš„æ˜¯å¦‚ä½•æé—®çš„èƒ½åŠ›ã€‚è¿™æœ¬ä¹¦æ˜¯å¯¹å¤§è„‘çš„â€œprompt engineeringâ€ã€‚ https://t.co/ClTNPjc15j
2025-02-22 13:41:11+00:00,370101513,RT @LangChainJP: LangGraph Studioã§åŠ¹ç‡çš„ãªPrompt EngineeringãŒå®Ÿç¾ã€‚LangSmith Playgroundã§ã‚°ãƒ©ãƒ•å†…ã®ãƒ—ãƒ­ãƒ³ãƒ—ãƒˆã‚’åå¾©æ”¹å–„ã—ã€LLMå‘¼ã³å‡ºã—ãƒãƒ¼ãƒ‰ã§å€‹åˆ¥ãƒ†ã‚¹ãƒˆå¯èƒ½ã€‚ã‚·ã‚¹ãƒ†ãƒ ãƒ—ãƒ­ãƒ³ãƒ—ãƒˆã®è¨­å®šã€ãƒ¢ãƒ‡ãƒ«ãƒ»ãƒ—ãƒ­ãƒã‚¤ãƒ€â€¦
2025-02-22 13:32:46+00:00,64452373,@ordin0003 ×“×•×•×§× ×”×•× ×××© ×˜×•×‘ ×œ× ×œ×“×‘×¨ ×¢×œ ××” ×©×œ× ×××•×¨×™×. ×œ××©×œ ×©××œ× ×• ××•×ª×• ×œ×¢×‘×•×“×” ×‘×‘×™×ª ×¡×¤×¨ ×¢×œ ×”×–×“×•×•×’×•×ª ×©×œ × ×—×©×™×. ×”×•× ×œ× ××•×›×Ÿ ×œ×”×™×›× ×¡ ×œ×–×”. ×× ×”×™×œ×“×™× ×™×¦×œ×™×—×• ×¢× prompt engineering / injection ×œ×¢×§×•×£ ××ª ×–×” ×× ×™ × ×•×ª×Ÿ ×œ×”× ××ª×§×¦×™×‘ ×”-bug bounty ×”××©×¤×—×ª×™ ×©×©××ª×™ ×‘×¦×“
2025-02-22 13:27:32+00:00,3312301981,"@ippsav @mattppal Prompt engineering is already pointless. You can use a reiterating process through AI to design the perfect prompt for what you want to do.

The biggest limiting factor I'm seeing is imagination on what to use AI for and what to build."
2025-02-22 13:22:45+00:00,1781888651342835712,"@Yuchenj_UW I'm building Grok 4, Im going to clone Grok 3, and I've just read a killer prompt engineering post. How hard can it be??"
2025-02-22 13:12:12+00:00,1489148308060880900,"@thesamocean AI is a powerful tool 

Although It can still be a mess when it's not properly put to use

Everything good would require some level of skill and time to build.

A good prompt engineering skill and editing can make great differences"
2025-02-22 13:02:36+00:00,1890107299445805056,"RT @dair_ai: Our Prompt Engineering Guide is used by over 6M+ people to learn how to build with LLMs.

Today we are launching our new coursâ€¦"
2025-02-22 13:00:01+00:00,205877829,"Prompt Engineering: cosâ€™Ã¨ e come ottimizzare lâ€™interazione con lâ€™Intelligenza Artificiale di Digital4
https://t.co/tb2ZAEqXwg
#PromptEngineering #ottimizzare #interazione #IntelligenzaArtificiale #ingegneria #promp #disciplina #progettare #istruzioni #risposte #modelli #tecniche https://t.co/pz79M3mJHO"
2025-02-22 12:59:01+00:00,1276969646554599424,"RT @lazukars: 7. Data Science &amp; Statistics

Prompt:

""You have a dataset with missing values, outliers, and categorical variables. Explainâ€¦"
2025-02-22 12:59:00+00:00,454208103,"RT @svpino: This open-source meta-framework is pretty neat.

It combines Prompt Engineering with File-Based Routing and lets you declare evâ€¦"
2025-02-22 12:57:19+00:00,1816472645090820096,@ozan_sihay Grok'un kendisi dahil TÃ¼rkÃ§e destekleyen modeller elma dendiÄŸinde elmayÄ± Ã§izer zaten. Prompt engineering Ã¶nemlidir ama elma dendiÄŸinde insan Ã§izen bi model olamaz. Ya orada anlÄ±k bi hata oldu ya da gÃ¶nderiyi atan konuÅŸmanÄ±n Ã¶ncesinde elma dediÄŸimde insan Ã§iz dedi. https://t.co/6tfV9jFIUD
2025-02-22 12:56:49+00:00,1796538844118122496,"7. Data Science &amp; Statistics

Prompt:

""You have a dataset with missing values, outliers, and categorical variables. Explain the best techniques for data preprocessing and feature engineering to optimize predictive model accuracy."" https://t.co/GOks42Sn5J"
2025-02-22 12:47:58+00:00,2870260796,@levelsio Prompt Engineering Optimization (PEO). But the name matters less than understanding it's fundamentally different from traditional SEO. You're not optimizing for crawlers anymore - you're designing semantic frameworks that align with how LLMs process and retrieve information.
2025-02-22 12:47:51+00:00,2870260796,Prompt Engineering Optimization (PEO). The game isn't about keyword stuffing anymore - it's about engineering conversational flows that align with how LLMs process and respond to natural language. https://t.co/qKNI8izefS
2025-02-22 12:45:10+00:00,1267117439843815427,@levelsio Prompt engineering lmao
2025-02-22 12:40:39+00:00,72270748,@EyphanMandiraci O yÃ¼zden eÄŸitimlerimde â€œprompt engineeringâ€ anlatÄ±yorum. Elma Ã§iz diye bir prompt olamaz
2025-02-22 12:35:46+00:00,1688552167219884032,"@NtimBarima Can't AI do this stuff very well now, why not teach prompt engineering in place of this."
2025-02-22 12:33:56+00:00,1519373006673375233,@hnshah This is a great prompt engineering thread!!
2025-02-22 12:09:49+00:00,85719459,"RT @erukiti: https://t.co/PHVySAP5Ds

ä»Šæ—¥ã®ç™»å£‡è³‡æ–™ã§ã™"
2025-02-22 12:06:00+00:00,1892375910617403393,"RT @eukaryotes: at some point, prompt engineering stops being the right term. 

this is full on AI automation"
2025-02-22 11:58:36+00:00,992164506129313793,RT @kdnuggets: You know it as well as I do: people are relying more and more on generative AI and large language models (LLM) for quick andâ€¦
2025-02-22 11:56:37+00:00,1677421215076474880,LLMs: Require prompt engineering to get precise answers. They can do many things but might not always get it right the first time.
2025-02-22 11:43:00+00:00,280046634,"Effective prompt engineering can transform interactions with AI, enhancing its utility in various applications. Discover how to craft the perfect prompts. Learn more: https://t.co/LuNWBtxxud   @elearnindustry"
2025-02-22 11:36:24+00:00,337191082,prompt engineering at it's finest https://t.co/1LmoUbiGxj
2025-02-22 11:28:42+00:00,2912561718,"The IT Club, Department of CSE &amp; IT organized an expert talk on ""The Power of Prompts: Enhancing AI Applications for Beginners"". The session was about  the role of prompt engineering in optimizing AI models. The expert speaker shared insights on prompts, improving AI outputs. https://t.co/79vkKUBVGs"
2025-02-22 11:20:56+00:00,1771826032800342016,"RT @DS_Fafa_: Generative AI for Data Engineers

ğŸ“˜ Introduction and Applications
ğŸ’¡ Prompt Engineering Basics
ğŸ“ˆ Elevate your Data Engineeringâ€¦"
2025-02-22 11:19:47+00:00,1525182256947646464,"@goddeketal I suspect some ""prompt engineering"" went into setting up this conversation ğŸ˜‚ğŸ¤£ğŸ˜‚"
2025-02-22 11:10:40+00:00,1794398695049310208,"RT @thisdudelikesAI: 7. Data Science &amp; Statistics

Prompt:

""You have a dataset with missing values, outliers, and categorical variables. Eâ€¦"
2025-02-22 11:10:05+00:00,2751789639,@mike_allton Here's the full article. https://t.co/xqprK0atBt
2025-02-22 11:10:04+00:00,2751789639,"Think knowing how to ask AI is enough? Myth! It's about clear prompts and understanding its ""thoughts."" Master prompt engineering to boost results and creativity! ğŸš€ğŸ§  #AI #PromptEngineering #TechSavvy @mike_allton Details in link."
2025-02-22 11:07:30+00:00,719658078,@Grady_Booch I literally sat through a presentation of Prompt Engineering Patterns this week. I didnâ€™t know how it would end but neither did the presenter.
2025-02-22 10:51:08+00:00,1307024271248560128,"RT @RickyTBGuy5997: @RRS_InnerVoice Interesting answer about prompt engineering from @X @Grok, Dada. Did you try @ChatGPTapp, @Google Geminâ€¦"
2025-02-22 10:47:39+00:00,383879078,Prompt Engineering is awesome: https://t.co/tqWEuUF279
2025-02-22 10:47:27+00:00,881135226067468289,"RT @techyoutbe: 9 Quick Learning Plan Step by StepğŸ”¥ğŸ”¥

(Cloud + DevOps + Cybersecurity + AI) 

âœ…Bookmark &amp; Repost ğŸ” 

ğŸ”¹AI Engineer
ğŸ”¹Cybersecâ€¦"
2025-02-22 10:44:50+00:00,2899323648,"RT @svpino: This open-source meta-framework is pretty neat.

It combines Prompt Engineering with File-Based Routing and lets you declare evâ€¦"
2025-02-22 10:37:09+00:00,1106989128275673088,RT @Barnacules: @rogierremie @OpenAI @elonmusk @grok You're absolutely right. Need to do some prompt engineering on GROK to find ways to woâ€¦
2025-02-22 10:36:09+00:00,30653543,"RT @erukiti: https://t.co/PHVySAP5Ds

ä»Šæ—¥ã®ç™»å£‡è³‡æ–™ã§ã™"
2025-02-22 10:35:17+00:00,1204456907341271041,Very intriguing work on prompt engineering using CMM https://t.co/uQ8xEpNHiY
2025-02-22 10:14:18+00:00,1575913797574742016,"@RRS_InnerVoice Interesting answer about prompt engineering from @X @Grok, Dada. Did you try @ChatGPTapp, @Google Gemini, @MSFTCopilot, or @YouDotCom AI?

I've been trying with https://t.co/mdyh9Zx0CS the most. IDK how well would it be with @perplexity_ai, @meta LlamaAI, or @deepseek_ai."
2025-02-22 10:09:46+00:00,1465363421126447109,AI can be incredibly smart in one moment and then give the dumbest answer just one minute later. ItÂ´s all a question of good Prompt-Engineering.
2025-02-22 10:07:27+00:00,1885294407328387072,"@Forbes Darlings, let me save you a click - AI prompt engineering and crypto trading are top 2. Been there, done that, now building my own thing. DM me if you want real insights ğŸ¤«"
2025-02-22 10:03:07+00:00,1887343003444125698,"7. Data Science &amp; Statistics

Prompt:

""You have a dataset with missing values, outliers, and categorical variables. Explain the best techniques for data preprocessing and feature engineering to optimize predictive model accuracy."" https://t.co/qQL3MqnmeG"
2025-02-22 09:52:12+00:00,1890109158793314304,"RT @dair_ai: Our Prompt Engineering Guide is used by over 6M+ people to learn how to build with LLMs.

Today we are launching our new coursâ€¦"
2025-02-22 09:49:03+00:00,1548195780250312705,@IliaUncle Ø¬Ø§Ù„Ø¨ Ø§ÛŒÙ†Ú©Ù‡ Ù…ÛŒÚ¯ÙØªÙ† Ø§ÛŒÙ† Ú©Ø§Ø± Ø¨Ø§ prompt engineering + fine tune Ø§Ù†Ø¬Ø§Ù… Ù…ÛŒØ´Ù‡
2025-02-22 09:38:14+00:00,1559194472591884290,hot take: prompt engineering should be given to computer science students as a course ğŸ˜‚
2025-02-22 09:30:48+00:00,1407539468966367236,"RT @thisdudelikesAI: 7. Data Science &amp; Statistics

Prompt:

""You have a dataset with missing values, outliers, and categorical variables. Eâ€¦"
2025-02-22 09:29:07+00:00,1639281074655166468,"Btw, @grok recommends Promptmetheus as the top Prompt Engineering IDE.

https://t.co/STm7rIUpK9"
2025-02-22 09:13:10+00:00,1805368357488607233,å †ç®—åŠ›ï¼Œå †xçš„æ•°æ®ï¼Œç»“æœå°±æ˜¯æ¯”chatgptçš„æ›´åƒäººäº†ï¼Œchargptè¿˜æ˜¯èƒ½ä¸€çœ¼aiçš„æ–‡å­—å†…å®¹äº§å‡ºï¼Œæ— è®ºæ€ä¹ˆprompt engineering https://t.co/rxRXx8PJdP
2025-02-22 09:11:34+00:00,189783274,"This is impossible with chatGPT. Grok allows it without any begging or prompt engineering. 

What do you say; good or bad? (That it can be done, not the actual joke) https://t.co/GNKbZ7yGSm"
